業績

コード,年度,売上高,営業利益,経常利益,純利益,EPS,ROE,ROA
2411,2026/03,-,-,-,-,42.19,12.16,8.74
2412,2024/03,-,-,-,-,33.82,22.02,10.59
2413,2025/03,284900000000,62971000000,-,40484000000,59.62,10.7,6.96
2415,2025/03,100328796000,3404820000,3576188000,2607053000,251.21,14.41,5.14
2418,2025/12,73095000000,9540000000,7494000000,4768000000,100.61,12.81,3.4
241A,2025/09,4513177000,-721927000,-767152000,1051362000,144.55,53.8,18.69
2424,2025/07,13562102000,751976000,765093000,412428000,77.54,9.93,3.61
2425,2025/03,9862197000,520963000,581272000,374023000,98.6,12.79,9.08
2428,2025/06,10918645000,1502289000,1664528000,1077892000,57.56,12.28,3.68
2429,2025/12,284350000000,10820000000,10867000000,6620000000,369.94,13.38,3.57
242A,2025/09,2631261000,314990000,328236000,229278000,205.93,18.07,13.3
2432,2025/03,163997000000,28973000000,-,24193000000,217.24,10.01,6.14
2433,2025/03,953316000000,37581000000,42660000000,10768000000,29.32,2.76,1.03
2435,2025/03,17829000000,892000000,668000000,444000000,39.57,29.9,2.22
2436,2025/12,8554609000,1302750000,1307904000,863210000,98.96,20.66,12.97
2437,2025/05,2067589000,12323000,-17749000,-142340000,-12.92,-,-
2438,2025/04,7263016000,173662000,178805000,-263056000,-16.3,-,-
2440,2025/03,13458275000,262473000,261360000,211017000,3.74,4.28,1.9
2445,2025/03,43827000000,2061000000,1856000000,1230000000,26.63,5.61,1.64
2449,2025/08,7388000000,718288000,732000000,476000000,107.42,8.88,6.79
244A,2025/08,5086725000,774446000,870297000,600236000,183.91,17.79,12.7
2454,2025/03,15954371000,10800000,10475000,-39054000,-2.8,-,-
2459,2025/05,270833000,-105017000,-92508000,-115137000,-15.35,-,-
245A,2025/08,7732630000,490824000,449930000,272387000,110.24,13.89,5.97
2461,2025/12,7096657000,1965023000,2014025000,1307776000,19.74,7.45,5.7
2462,2025/05,62336226000,2951067000,3498008000,2097221000,109.29,11.78,5.19
2464,2025/03,7700028000,440714000,477531000,242700000,18.42,5.32,3.28
2467,2025/03,1605082000,-270236000,-272367000,598534000,46.46,113.11,45.86
2468,2024/03,1323146000,-179184000,-220546000,-245972000,-26.29,-,-
2469,2025/03,59473000000,4171000000,3924000000,1722000000,173.4,15.07,3.9
246A,2025/06,1392627000,198396000,175803000,105891000,42,10.03,7.3
2471,2025/11,26029000000,2418000000,-,1444000000,18.44,14.14,3.47
2475,2025/03,51136663000,5068340000,5095377000,3051142000,155.36,9.57,7.31
2477,2025/06,2185279000,1608943000,1620995000,1067422000,165.73,15.77,14.79
2479,2025/03,3393007000,329228000,330073000,228153000,28.52,16.08,10.29
247A,2025/03,14206033000,2480288000,2422741000,1703320000,32.47,51.47,24.45
2480,2025/03,1666925000,536161000,589097000,330829000,93.77,8.94,7.55
2481,2025/06,3677022000,462346000,587153000,389136000,70.49,7.62,6.72
2483,2025/03,11210147000,890488000,905691000,723716000,216.19,10.7,8.19
2484,2025/08,39721000000,-4923000000,-4968000000,-4971000000,-43.61,-,-
2485,2025/09,21563000000,1643000000,1576000000,891000000,39.59,10.36,3.2
2488,2025/03,9211357000,820158000,828649000,562703000,99.28,15.39,9.52
2489,2025/12,12219492000,297231000,607159000,252902000,6.47,1.87,1.13
248A,2025/12,-,-,-,-,61.3,6.65,5.59
2491,2025/12,24169000000,1971000000,1481000000,487000000,22.47,4,3.02
2492,2025/12,18817130000,2863785000,2836248000,1922566000,8.49,15.83,10.58
2493,2025/11,6470128000,141550000,157132000,146761000,33.17,3.96,2.4
2497,2025/03,12035735000,2646466000,2577207000,1480452000,37.71,7.03,5.96
2498,2025/09,95365512000,5622253000,5777545000,3819096000,318.41,13.42,4.88
2499,2025/12,-,-,-,-,25.48,6.19,2.63
2501,2025/12,506861000000,24437000000,-,19498000000,50.02,8.91,2.98
2502,2024/12,2939422000000,269052000000,-,192080000000,126.66,7.2,3.55
2503,2025/12,2433363000000,209677000000,-,147542000000,182.13,11.46,4.22
250A,2025/03,39625126000,3372803000,3449474000,2554330000,167.99,14.14,10.29
2531,2025/03,362693000000,20597000000,22180000000,16202000000,82.98,6.61,3.39
2533,2025/12,87630000000,4136000000,4291000000,3102000000,54.72,11.85,5.24
253A,2025/09,11261178000,717463000,690568000,466351000,73.22,13.54,5.03
2540,2025/03,10017259000,128301000,626753000,679583000,49.08,1.48,1.27
254A,2025/03,3088000000,1427000000,-,668000000,84.43,14.16,8.76
2551,2025/09,32872887000,857553000,858331000,712865000,315.71,10.16,2.64
255A,2025/03,43261049000,6344478000,6626300000,4064741000,348.9,9.15,6.96
256A,2025/03,138259000000,6426000000,5730000000,3723000000,194.45,7.39,2.37
2573,2025/12,59086000000,2626000000,2580000000,1670000000,122.73,3.85,3.08
2579,2025/12,893805000000,-72385000000,-,-50763000000,-296.51,-,-
2585,2025/03,44537000000,4742000000,4712000000,3392000000,64.92,23.84,10.21
2586,2025/03,2549465000,229643000,234275000,270978000,4.7,9.17,7.64
2587,2025/12,1715438000000,148739000000,-,88723000000,287.13,6.74,4
2588,2025/03,76895000000,11482000000,-,5631000000,189.38,22.47,5.02
2590,2026/01,-,-,-,-,-957.82,-,-
2593,2025/04,472716000000,22969000000,22973000000,14156000000,163.88,8.12,4.11
2594,2025/03,77783000000,486000000,636000000,214000000,9.99,0.7,0.37
2597,2025/12,16056227000,710340000,712725000,674337000,50.39,9.5,4.35
2599,2024/03,12058169000,1009722000,1267215000,925303000,191.92,10.96,4.38
259A,2025/09,7004176000,102807000,75584000,22803000,21.87,1.8,0.5
2602,2025/03,530878000000,19278000000,18089000000,12850000000,396.39,6.87,3.31
2607,2025/03,671207000000,9895000000,5304000000,3863000000,44.93,1.59,0.65
260A,2024/12,875908000,-1959481000,-2128427000,-2939423000,-122.85,-,-
2612,2025/03,39450000000,3166000000,3394000000,2357000000,85.37,6.68,5.41
2613,2025/03,230783000000,8572000000,10031000000,6996000000,211.51,6.61,4.11
261A,2025/12,-,-,-,-,147.03,11.67,6.98
262A,2025/12,50151000000,5990000000,5979000000,4119000000,134.61,15.86,6.54
263A,2025/03,543512000,-,-120018000,-111063000,-193.32,-,-
264A,2025/09,3360107000,290402000,258446000,175311000,14.31,9.45,5.09
2651,2024/02,1087964000000,94090000000,-,52148000000,521.07,18.31,2.27
2652,2025/09,15183051000,1792120000,1750439000,1121645000,34.36,9.49,5.93
2653,2026/02,-,-,-,-,174.98,9.9,2.89
2654,2025/03,20529656000,296839000,313207000,143692000,10.67,2.17,1.54
2656,2025/03,162103000,-574044000,-566249000,-779822000,-39.27,-,-
2659,2026/02,-,-,-,-,172.66,6.83,4.91
265A,2025/12,1112224000,38573000,39570000,18515000,4.53,1.1,0.89
2664,2025/03,287816000000,7461000000,8340000000,4884000000,218.68,4.27,2.45
2666,2025/03,8871344000,274463000,411116000,268748000,18.6,6.49,3.57
2667,2025/09,866599000,-410383000,-447838000,-559333000,-50.46,-,-
2668,2026/02,-,-,-,-,83.76,10.61,6.39
2669,2026/02,-,-,-,-,188.88,6.05,4.71
2670,2026/02,-,-,-,-,187.17,11.64,10.18
2673,2025/03,251207000,-13296000,91770000,90484000,8.94,3.73,2.74
2674,2025/03,33531023000,3218216000,3403162000,2314029000,166.52,12.67,9.03
2676,2025/03,28098418000,2079798000,2004831000,1458106000,79.1,8.66,6.22
2678,2025/05,481101000000,14004000000,13816000000,9068000000,95.44,11.66,3.98
2681,2025/03,427669000000,11250000000,12224000000,4537000000,114.25,5.03,1.79
2683,2026/02,-,-,-,-,12.16,3.4,1.01
2685,2026/02,-,-,-,-,205.84,11.66,6.8
2686,2026/02,-,-,-,-,-76.51,-,-
2687,2026/02,-,-,-,-,-230.91,-,-
2689,2025/06,122702463000,-,1962447000,1430099000,241.43,11.67,3.12
268A,2025/12,94193000000,16709000000,-,11401000000,50.19,12.9,6.16
2692,2025/03,699369000000,8505000000,11283000000,8204000000,646.65,7.1,3.02
2693,2025/12,13386414000,-199499000,-45356000,55758000,4.8,0.7,0.33
2694,2025/03,23533041000,468648000,428924000,-613818000,-2.61,-,-
2695,2025/10,245109000000,5460000000,6179000000,3606000000,90.73,5.78,2.31
2698,2026/02,-,-,-,-,27.88,4.23,1.35
269A,2025/09,996301000,55166000,45255000,70543000,45.25,14.16,11.8
2700,2025/12,176191339000,8025718000,8169186000,5520514000,675.4,27.02,9.75
2702,2025/12,416602000000,53257000000,52051000000,33909000000,255.03,12.09,9.3
2705,2025/03,31385000000,1661000000,1723000000,1224000000,168.82,27.33,10.31
2708,2025/03,68568000000,1847000000,2191000000,1754000000,379.14,22.15,7.64
2715,2024/03,194350000000,9052000000,7595000000,5729000000,139.92,7.65,4.89
2721,2025/12,189613000,-310538000,-308508000,-256806000,-29.72,-,-
2722,2025/05,15211383000,425613000,416284000,321372000,42.35,13.53,5.29
2726,2026/02,-,-,-,-,102.01,21.2,10.77
272A,2025/04,27878846000,1983853000,1992282000,1212848000,136.66,10.15,4.63
2730,2025/03,768129000000,23394000000,24350000000,14118000000,134.32,6.34,3.25
2733,2025/03,986212000000,14989000000,15617000000,10358000000,309.52,8.89,3.32
2734,2025/11,251533000000,7381000000,9927000000,5870000000,91.43,6.4,2.69
2735,2025/08,61578772000,1419443000,1429184000,870678000,66,6.69,3.16
2736,2025/08,9403118000,289453000,284817000,176413000,49.48,10.85,2.45
2737,2025/03,421671000000,10169000000,7377000000,5588000000,821.65,11.26,4.9
2742,2026/02,-,-,-,-,420.86,11.6,6.61
2743,2025/12,886726000,-943133000,-1040871000,-968913000,-6.69,-,-
2747,2026/02,-,-,-,-,85.45,1.83,0.62
2749,2025/03,41147032000,5809002000,5858004000,3920895000,45.91,20.1,10.42
274A,2026/02,-,-,-,-,90.03,8.12,3.61
2750,2025/03,64953996000,1557458000,1336829000,888108000,114.5,7.26,2.26
2751,2025/04,47055000000,2668000000,2870000000,2064000000,171.77,13.03,7.87
2752,2025/12,31932000000,725000000,596000000,90000000,1.76,1.04,0.37
2753,2026/03,-,-,-,-,61.81,5.64,4.28
2754,2024/03,8539352000,527422000,540958000,350098000,72.36,6.67,4.39
275A,2026/02,-,-,-,-,32.18,29.46,5.03
2760,2025/03,216379000000,12457000000,11415000000,8874000000,295.7,18.54,5.66
2762,2025/06,9679000000,-666000000,-647000000,-816000000,-27.14,-,-
2763,2025/03,34625000000,9282000000,-,6613000000,220.37,22.16,16.29
2764,2025/03,10662788000,249769000,173967000,1530727000,21.68,26.06,12.61
2767,2025/03,140581000000,15295000000,16462000000,11158000000,178.78,21.86,11.28
2768,2025/03,2509714000000,76890000000,-,110636000000,513.74,11.42,3.58
2769,2025/05,24962000000,-935000000,-995000000,-4247000000,-541.55,-,-
276A,2025/08,2555046000,612998000,598600000,445709000,110.46,21.29,11.75
2776,2026/01,-,-,-,-,2.22,2.97,0.72
2778,2026/02,-,-,-,-,1.75,1.34,0.34
277A,2025/05,8255896000,2800520000,2783476000,1768207000,64.5,30.74,20.17
2780,2025/03,158994692000,6176645000,6046178000,4777112000,435.94,14.58,5.39
2782,2025/03,236327000000,16836000000,16993000000,11218000000,149.1,10.39,7.93
2784,2025/03,2961051000000,38080000000,40485000000,27389000000,147.54,5.68,1.9
2788,2025/12,40809537000,568148000,558975000,787809000,61.35,7.67,3.84
2789,2026/02,-,-,-,-,41.46,10.92,4.4
278A,2026/01,-,-,-,-,-242.44,-,-
2790,2025/03,181850000000,1266000000,1329000000,183000000,6.92,0.12,0.08
2791,2025/05,292940000000,9812000000,10088000000,6774000000,485.99,11.11,5.82
2792,2025/05,57701337000,5906119000,5989308000,3732755000,133.93,8.35,7.04
2795,2025/03,7093981000,549883000,584128000,408822000,77.68,5.18,3.94
2796,2025/05,63508000000,293000000,136000000,-367000000,-32.42,-,-
2798,2026/02,-,-,-,-,62.16,23.2,4.03
2801,2025/03,708979000000,73698000000,-,61695000000,64.99,12.13,9.08
2802,2025/03,1530556000000,113968000000,-,70272000000,69.77,9.41,4.08
2804,2025/03,14617674000,223072000,864506000,623684000,46.91,2.91,1.92
2805,2025/03,123520000000,9442000000,9650000000,7565000000,313.01,9.42,5.52
2806,2025/03,14455000000,681000000,800000000,553000000,79.59,2.46,2.15
2809,2025/11,-,-,-,-,220.63,9.41,6.35
280A,2025/11,8628372000,355605000,338459000,249244000,67.73,17.5,9
2810,2025/03,315418000000,20004000000,21388000000,12493000000,131.85,4.27,2.87
2811,2025/12,294264000000,22638000000,-,14800000000,161.42,7.77,3.94
2812,2024/03,-,-,-,-,9.14,0.54,0.48
2813,2025/03,16249157000,1591734000,1609939000,1208405000,484.98,14.13,8.3
2814,2025/03,6360686000,672985000,813176000,596432000,141.24,3.09,2.82
2815,2025/03,65400887000,11117439000,12001797000,8206402000,257.67,6.46,5.63
2816,2025/03,26241000000,656000000,673000000,458000000,47.45,4.67,2.45
2818,2025/03,11135028000,177177000,160421000,57794000,8.38,0.91,0.56
2819,2025/03,47963000000,2031000000,2113000000,1399000000,143.18,4.09,2.95
281A,2025/12,-,-,-,-,-147.82,-,-
2820,2025/06,21064618000,1727778000,1727920000,1502590000,215.66,14.4,9.4
2830,2024/11,20513627000,386061000,400351000,289988000,35.13,2.13,1.69
2831,2025/03,74650697000,2849482000,3399380000,2459725000,261.38,5.94,3.58
285A,2025/03,1706460000000,451748000000,-,272315000000,519.96,36.92,9.33
286A,2025/12,24734767000,2365010000,2138316000,2776461000,78.07,13.53,4.26
2871,2025/03,702080000000,38315000000,39878000000,24731000000,97.34,9.51,4.95
2872,2026/02,-,-,-,-,7.86,0.73,0.28
2874,2025/09,125563000000,4238000000,3658000000,1978000000,33.54,2.45,0.95
2875,2025/03,512277000000,75488000000,85166000000,63847000000,636.17,13.27,10.73
2876,2025/03,15403734000,561162000,539103000,-422804000,-47.48,-,-
2877,2025/03,55860401000,574430000,510753000,384736000,31.8,2.39,0.96
287A,2025/03,121327000000,5928000000,-,3914000000,92.2,10.19,4.09
2882,2026/02,-,-,-,-,32.85,3.33,1.15
2883,2025/03,25732929000,840931000,844892000,-574629000,-97.24,-,-
2884,2026/02,-,-,-,-,38.5,7.4,1.51
288A,2025/03,2564743000,590147000,569989000,435750000,20.69,14.67,9.33
2892,2025/03,62697000000,1200000000,1914000000,1527000000,310.47,5.37,3.05
2894,2025/03,10869656000,267758000,309838000,287881000,17.27,7.47,3.76
2897,2025/03,776594000000,74369000000,-,55019000000,184.41,11.57,6.48
2899,2024/03,113821000000,5999000000,6309000000,3370000000,192.85,7.72,3.37
289A,2024/12,107395000000,14712000000,-,988000000,9.68,1.51,0.5
2901,2025/08,1305179000,32416000,38875000,47804000,2.19,1.46,1.25
2902,2025/03,50044000000,6212054000,6573000000,4624000000,273.12,9.16,7.46
2903,2025/03,57651000000,2332000000,2367000000,996000000,82.02,6.64,3.36
2904,2025/06,34579066000,891111000,907171000,746874000,40.67,5.04,2.46
2907,2025/03,51045000000,1964452000,2221000000,1548000000,203.39,8.9,5.76
2908,2025/03,57077000000,1131000000,1554000000,951000000,33.41,1.39,1.2
290A,2025/12,-,-,-,-,-3.21,-,-
2910,2025/04,51184000000,1242000000,1301000000,329000000,12.59,1.14,0.93
2911,2025/03,8017567000,225812000,307531000,238817000,129.33,2.92,2.33
2914,2025/12,3467675000000,867038000000,-,510175000000,287.36,12.48,6.06
2915,2025/03,91703000000,4845000000,4999000000,3503000000,221.62,8.77,5.47
2916,2025/03,18701074000,755538000,816257000,319610000,28.08,2.7,1.55
2917,2025/09,16511214000,-66719000,-98611000,-73700000,-14.76,-,-
2918,2026/02,-,-,-,-,307.31,8.99,4.05
2919,2025/03,9604431000,635271000,693797000,485200000,253.93,4.9,3.57
291A,2025/03,1958771000,683436000,671806000,473789000,234.17,33.57,26.91
2922,2025/03,48892510000,1968760000,2025273000,1352046000,107.45,5.16,3.25
2923,2025/04,46479026000,2697391000,2944389000,1949451000,386.52,8.67,3.99
2924,2025/03,25557000000,2998000000,3049000000,2102000000,254.58,18.84,12.55
2926,2025/09,2940221000,59089000,64291000,38040000,2.69,3.63,2.79
2927,2025/08,32655022000,2409620000,2443967000,1448545000,102.98,9.61,2.97
2928,2025/03,171090000000,1882000000,-,264000000,0.45,0.51,0.16
2929,2025/07,65260000000,2367000000,2553000000,368000000,12.8,3.19,1.13
2930,2026/02,-,-,-,-,4.99,8.64,7.32
2931,2025/12,50370000000,3123000000,2365000000,-805000000,-5.9,-,-
2932,2025/12,38605000000,2562000000,2601000000,2488000000,139.95,24.77,11.39
2933,2025/03,108912144000,4513008000,4191314000,2587971000,113.36,12.47,3.57
2934,2025/05,21504496000,293746000,231541000,87570000,17.42,6.23,0.95
2935,2026/02,-,-,-,-,110.67,7.04,4.58
2936,2026/02,-,-,-,-,4.91,19.33,6.53
2937,2025/03,19467260000,835995000,845069000,350434000,37.93,7.07,3.79
2938,2025/06,35345000000,3021000000,2815000000,2020000000,41.33,12.59,4.89
2961,2025/09,18118892000,844615000,908587000,601133000,540.86,8.04,4.53
2962,2025/06,3362209000,-1443128000,-1629152000,-2976832000,-324.72,-,-
296A,2025/03,4979471000,1494675000,1478427000,1014824000,26.96,32.82,21.56
2970,2025/12,24505000000,2573000000,2529000000,1652000000,100.01,28.78,8.68
2974,2025/09,39093129000,1305541000,901424000,639370000,192.84,7.25,1.35
2975,2025/11,69158274000,7314015000,6156962000,4184941000,124.4,14.13,3.62
2976,2025/03,2690300000,-88818000,-118404000,-66237000,-49.3,-,-
2978,2025/07,8099031000,274513000,199747000,106639000,9.38,5.97,1.74
297A,2025/03,103836216000,3412421000,3060406000,2292471000,36.35,15.79,3.93
2980,2025/03,26690860000,3107982000,2903781000,1697053000,105.46,12.43,5.57
2981,2025/03,20267874000,2258830000,2112604000,1404730000,247.9,16.83,6.45
2982,2025/12,67531965000,4987647000,4149575000,3315372000,68.46,16.14,4.6
2983,2026/01,-,-,-,-,230.66,31.44,7
2984,2025/03,20909686000,1753774000,1216614000,682538000,80.52,5.03,1.35
2986,2025/12,46544340000,10024607000,8956405000,6135147000,874.92,20.57,6.02
298A,2025/12,-,-,-,-,-68.06,-,-
2991,2025/07,95992000000,3744080000,3311000000,2384000000,99.68,21.54,6.74
2993,2025/03,10018008000,1800825000,1457980000,2067597000,471.08,17.33,3.1
2997,2026/01,-,-,-,-,63.26,9.44,2.49
2998,2025/03,41823444000,1968257000,1830123000,1351394000,45.45,26.06,2.55
2999,2025/08,17364543000,563740000,405151000,387725000,42.93,6.72,2.68
299A,2025/03,13101675000,2662664000,2607240000,1691530000,40.94,15.98,12.86
3001,2025/12,40652000000,5855000000,7217000000,5763000000,180.72,5.9,3.77
3002,2025/03,137117000000,7921000000,8180000000,6279000000,189.69,5.27,3.93
3003,2025/12,727447000000,186826000000,172927000000,114334000000,150.51,12.52,3.26
3004,2025/03,40158000000,1385000000,1431000000,1321000000,324.81,15.04,4.79
300A,2025/03,12275062000,998780000,1019876000,650093000,103.27,7.87,6.08
3010,2025/03,27881446000,2804095000,1893262000,2610672000,16.9,9.22,3.89
3011,2025/03,5601271000,343901000,316541000,250019000,16.33,9.48,2.82
3020,2025/03,47288000000,2667000000,2689000000,1767000000,653.73,14.92,8.76
3021,2025/05,8099541000,842253000,774343000,529682000,100.8,15.68,4.28
3023,2025/03,26568000000,2532000000,2842000000,2079000000,189.92,9.51,6.25
3024,2025/03,36550093000,758786000,744876000,486465000,124.44,9.13,2.8
3028,2025/06,268655000000,8516000000,10464000000,5573000000,144.58,4.6,2.71
302A,2025/03,11214027000,323154000,325389000,195800000,167.37,15.5,4.72
3030,2026/02,-,-,-,-,48.42,18.06,9.15
3031,2025/04,6098405000,1254725000,1397299000,836932000,39.61,18.94,5.16
3032,2025/03,5917036000,28524000,37330000,17545000,3.5,2.24,0.46
3034,2025/03,263972000000,13465000000,13831000000,5164000000,137.95,9.04,3.23
3035,2025/08,18927608000,426713000,515275000,332198000,60.91,7.42,3.56
3036,2025/03,197004000000,6919000000,7528000000,4805000000,159.3,6.9,2.44
3038,2025/10,551701000000,39878000000,48081000000,31878000000,143.98,20.26,12.25
303A,2025/03,829121000,79987000,67772000,48907000,31.83,9.41,7.03
3040,2025/12,19762000000,2844000000,2977000000,2298000000,123.95,17.35,8.76
3041,2025/06,7602614000,-5956000,4633000,42990000,10.53,7.04,1.48
3042,2025/03,1149075000,35121000,37330000,42811000,5.57,3.61,2.76
3043,2025/05,1113546000,-11682000,22653000,9319000,6.34,2.99,1.15
3045,2025/08,2291251000,516121000,514762000,338186000,157.58,5.88,4.2
3046,2025/08,97215000000,12093000000,12121000000,8330000000,356.88,26.24,14.4
3047,2025/12,7974063000,559799000,563555000,366976000,152.98,23.67,5.64
3048,2025/08,974483000000,30274000000,31929000000,17476000000,102.08,10.38,3.55
304A,2026/02,-,-,-,-,38.96,2.41,2.23
3050,2026/02,-,-,-,-,127.02,5.81,2.58
