財務

コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率
3747,2025/09,1481796000,1076118000,1076118000,-1303828000,100000000,86536000,149.76,72.6
3750,2025/03,3537592000,630536000,419035000,-2618510000,300000000,2293903000,46.93,11.8
3753,2025/03,1509773000,503906000,503906000,-2352884000,150000000,192592000,42.87,33.3
3758,2025/12,21238000000,9231000000,8289000000,375000000,1496000000,2590000000,415.4,40.2
3760,2025/05,13248570000,6266838000,5036319000,5429398000,-,962992000,853.16,38.8
3762,2025/03,105497930000,29992312000,24202927000,18908609000,510000000,1750000000,602.53,22.9
3763,2025/03,11380076000,8894448000,8678039000,12437906000,-,-,352.49,76.8
3765,2025/12,169474000000,151333000000,119167000000,152249000000,-,-,2242.35,71.9
3766,2025/03,6394826000,4616819000,4603764000,4010902000,-,-,1350.54,72.2
3768,2025/03,7139262000,5982175000,5101944000,3196694000,350100000,-,788.06,82.4
3769,2025/09,406800093000,116177340000,113013115000,75385641000,13410000000,9902500000,1489.88,27.8
3770,2025/04,5478503000,4963920000,4652277000,2789708000,-,-,553.12,90.6
3771,2025/03,17526376000,11829067000,11804450000,10960530000,-,566664000,712.95,67.3
3772,2025/03,62102417000,19398994000,19397574000,15262187000,719962000,23849462000,1011.42,31.2
3773,2025/03,15970795000,12307618000,12122477000,2025764000,-,1060700000,788.93,77.1
3774,2025/03,312435000000,142086000000,140683000000,79885000000,33616000000,-,795.19,45
3775,2025/12,2303309000,1291720000,1101369000,-211159000,-,320130000,250.06,55.4
3776,2025/12,19182027000,12069404000,8556434000,1098027000,500000000,1151300000,142.66,45.7
3777,2025/12,6389036000,3731108000,3580514000,33654000,-,1462888000,12.12,57.8
3778,2025/03,81419470000,30257381000,29931026000,9177688000,9261668000,3154471000,751.36,36.9
3779,2025/03,3191647000,731352000,598622000,171874000,207600000,-,53.21,19.3
377A,2025/12,-,-,-,-,-,-,689.12,-
3782,2025/12,2254564000,1390282000,1390060000,-1671851000,-,-,28.75,61.7
3787,2025/03,1843643000,1762610000,1770763000,-2422588000,-,-,679.77,95.6
3788,2025/12,18963165000,10350478000,8227255000,7573686000,-,1462500000,899.53,54.5
378A,2025/06,6461015000,3391179000,3358341000,3306341000,50000000,837702000,609.08,52.4
3791,2025/05,13092090000,7829395000,7815436000,5193036000,-,-,409.27,59.8
3793,2025/03,13506236000,4719137000,4656665000,890527000,100000000,2888700000,162.48,34.6
3796,2025/03,2349571000,1872662000,1872662000,664686000,-,-,135.67,79.7
3798,2025/03,13570000000,10479000000,9781000000,8713000000,-,-,178,72.2
3799,2025/03,10779132000,7569625000,7470011000,5420752000,-,-,906.61,70.2
3800,2025/03,15366436000,11971981000,11459990000,9159340000,-,-,1577.94,77.9
3802,2025/03,1969671000,1801074000,1750273000,786824000,-,-,383.77,91.4
3803,2025/03,614394000,308107000,277220000,30226000,-,3600000,140.92,46.2
3804,2025/10,7360691000,5007247000,4983747000,4006140000,-,73386000,780.74,68
3807,2025/12,2674799000,1131691000,-1139000,-12025000,8000000,-,24.56,42.1
3808,2025/06,1725331000,372517000,336927000,-1808903000,-,-,7.08,18.9
3810,2025/05,1077000000,546000000,341000000,-7213000000,120000000,-,27.74,47.4
3814,2025/09,1147446000,-491161000,-393860000,-1956420000,296478000,700402000,-98.87,-34.3
3815,2025/08,2277626000,708001000,704115000,177030000,97200000,292021000,67.52,30.9
3816,2025/07,6241588000,5365134000,5111943000,4484822000,-,37660000,1384.46,86
3817,2025/03,51448000000,31103000000,27243000000,22854000000,70000000,-,2438.2,59.9
3823,2025/08,2473149000,1577840000,1537246000,-3732193000,64545000,270869000,13.92,62.2
3824,2025/05,700239000,373403000,373403000,18676000,-,87600000,397.24,53.3
3825,2025/03,20543000000,17911000000,17906000000,7868000000,200000000,111000000,145.68,87.2
3826,2026/02,-,-,-,-,-,-,408.51,-
3830,2024/04,14981086000,8837392000,8799494000,9525852000,-,1061243000,612.65,58.7
3834,2025/03,14787000000,13091000000,12862000000,14101000000,-,-,487.58,88.5
3835,2025/03,8112629000,7357937000,7255394000,7741704000,-,-,163.84,90.7
3836,2025/06,24373055000,15597989000,15563815000,16490130000,-,-,413.91,63.9
3837,2025/03,9885194000,7074955000,6212966000,5769324000,-,-,395.2,69.8
3839,2025/03,9253834000,6304681000,6089145000,4771474000,381366000,714405000,771.02,68.1
3840,2025/03,3252288000,2474877000,2456275000,-2308176000,95000000,156606000,33.47,75.5
3841,2025/03,4273372000,3594265000,3594265000,1966937000,-,-,933.74,84.1
3842,2025/03,3536496000,2172752000,2170085000,319421000,-,288819000,701.93,61.4
3843,2025/04,40558896000,8536536000,6338993000,3361628000,300000000,15158208000,297.46,16
3844,2025/03,25611000000,18468000000,18457000000,13874000000,200000000,-,579.14,72.1
3845,2025/03,1392185000,859783000,855315000,121892000,-,214116000,40.08,61.4
3847,2025/03,9752591000,6683874000,6494272000,5477451000,-,-,4517.44,68.5
3848,2025/03,6179273000,4775904000,4436447000,4106622000,50000000,44561000,769.06,77.3
3849,2025/03,1346256000,1177712000,1168064000,352354000,-,-,730.78,87.5
384A,2024/06,1148426000,227141000,222385000,143535000,125000000,492553000,199.65,19.8
3850,2025/03,9272523000,5117937000,5086587000,3999325000,-,-,1051.7,55.2
3851,2025/03,11154198000,7868184000,6633296000,5562240000,650000000,974410000,1533.44,69.6
3853,2025/03,7857945000,6239482000,6104985000,1120010000,100000000,-,363.23,77.7
3854,2025/07,15768982000,11286903000,11107764000,10443866000,-,-,450.94,71.6
3856,2025/03,145802000000,43338000000,24266000000,18683000000,32310000000,10381000000,1358.44,16.6
3857,2024/03,23770000000,15404700000,15381176000,7685432000,-,-,510.51,64.8
3858,2025/03,3450476000,2396048000,2286423000,-650421000,-,36824000,229.09,69.4
3861,2025/03,2635030000000,1132791000000,816060000000,671980000000,236227000000,445161000000,1177.99,41.8
3863,2025/03,1703308000000,510435000000,330974000000,11547000000,231334000000,560682000000,4175.76,28.3
3864,2025/03,208217000000,85282000000,63914000000,21233000000,42014000000,19864000000,1945.13,40.9
3865,2025/03,418882000000,265870000000,229228000000,151825000000,27170000000,35198000000,1575.9,63.3
386A,2025/06,8445495000,2868996000,2801914000,2631914000,800000000,944655000,956.33,34
3877,2025/03,121888000000,55941000000,53370000000,19267000000,28603000000,8494000000,4533.01,46.7
3878,2025/03,46087000000,19630000000,12267000000,9179000000,6877000000,5198000000,1511.69,33.1
387A,2025/06,1834803000,989779000,989779000,572962000,-,331648000,605.18,53.9
3880,2025/03,886066000000,249713000000,207139000000,101348000000,13767000000,298131000000,1422.45,26.7
3891,2025/03,35269328000,23903335000,23201074000,17274390000,1500000000,4535230000,2269.04,67.8
3892,2025/05,16593530000,12944348000,10668085000,9563628000,-,-,2790.49,78
3895,2025/03,12309130000,7264884000,7227761000,6091510000,-,904522000,930.51,59
3896,2025/03,27188882000,7583708000,3732196000,1085821000,2396602000,9074030000,533.25,19.6
3900,2025/09,15690790000,6746063000,6335487000,624970000,597062000,3315071000,403.97,40.7
3901,2025/12,8808981000,6574683000,6401195000,6738689000,-,-,512.71,74.2
3902,2025/12,4778436000,3111239000,3074883000,2790243000,-,-,81.24,64.4
3903,2025/04,23884755000,17880345000,15587942000,-1095211000,2000000000,83359000,337.45,69.9
3904,2025/12,13556744000,6297418000,5746919000,4092733000,499165000,1800918000,373.81,42.5
3905,2025/03,4593971000,2400153000,2282996000,-2196537000,950832000,226745000,130.74,50.4
3907,2025/11,2802000000,1854000000,1854000000,-334000000,-,207000000,675.42,66.2
3908,2025/03,1735753000,1291710000,1261897000,754150000,10000000,50000000,271.1,72.7
3909,2024/12,3486185000,1294889000,795597000,-932061000,900000000,722335000,92.81,22.8
3910,2025/03,2440956000,674472000,667428000,246695000,300000000,539670000,122.97,27.3
3911,2025/12,9205501000,6896460000,6876147000,70311000,100000000,-,147.34,74.7
3912,2025/12,3979389000,3083717000,3080914000,4131328000,-,-,431.9,77.5
3913,2025/12,1676898000,1390467000,1339306000,127770000,-,79999000,598.24,82.9
3914,2025/12,5292716000,3368001000,3128876000,3169859000,-,530010000,495.11,61.5
3915,2026/02,-,-,-,-,-,-,972.86,-
3916,2025/06,11271122000,8182226000,7768352000,8170350000,-,-,274.39,71.6
3917,2025/03,5960889000,2572580000,2483954000,-424644000,500000000,747500000,318.61,41.7
3918,2025/03,15900301000,9452247000,9031381000,3680383000,-,285800000,906.91,56.5
391A,2025/04,12235682000,4269179000,4269179000,4124154000,690000000,4405744000,3931.1,34.9
3920,2025/09,3739294000,2273076000,2246191000,1576723000,800000000,-,409.01,60.8
3921,2026/01,-,-,-,-,-,-,533.23,-
3922,2026/02,-,-,-,-,-,-,676.46,-
3923,2025/03,31654000000,21977000000,20949000000,20259000000,-,-,60.65,69.4
3924,2025/03,8348284000,5994685000,5899091000,5129779000,-,-,332.75,71.6
3925,2025/03,7526060000,6382788000,6382788000,6071755000,-,-,472.24,84.8
3926,2025/03,4802004000,4344477000,4589787000,3485773000,-,-,139.53,90.1
3927,2025/03,5604216000,1729623000,1522850000,148664000,297000,275006000,285.77,27.3
3928,2025/12,4688878000,1521161000,1495485000,230861000,33600000,708126000,177.86,32.4
3929,2025/03,2521321000,1575456000,1551287000,-378678000,-,139962000,131.76,61.2
3930,2025/07,3450970000,2816196000,2808749000,2436739000,-,-,945.11,81.6
3931,2026/01,-,-,-,-,-,-,592.62,-
3932,2025/03,54632000000,41455000000,40032000000,34734000000,-,3100000000,2851.06,75.3
3933,2025/03,10614789000,3841165000,-,-,-,-,413.66,29.1
3934,2025/03,11861490000,7940571000,7925181000,7137371000,400000000,1285000000,1349.4,66.8
3935,2026/02,-,-,-,-,-,-,272.49,-
3936,2025/03,1772506000,1175891000,710086000,-836697000,235000000,-,19.66,40.4
3937,2025/03,7870406000,5601792000,5293347000,3838765000,100000000,-,456.77,70.4
3939,2025/09,6542237000,4649304000,4628907000,4709726000,-,306009000,97.97,71.1
3940,2025/12,3977388000,3525879000,3491764000,2915576000,-,-,76.43,88.6
3941,2025/03,1243116000000,500244000000,354065000000,300680000000,157722000000,174717000000,1872.24,37.3
3943,2025/03,26692000000,18724000000,17858000000,17973000000,525000000,-,2395.67,69.9
3944,2025/12,20370133000,10825431000,6948879000,4304972000,980000000,1348737000,9011.83,49.1
3945,2025/03,14600000000,4730000000,4228000000,1984000000,1147000000,1726000000,3180.38,32.3
3946,2025/03,206825000000,93371000000,85119000000,64509000000,10096000000,50328000000,5631.64,44.8
3947,2025/12,84874929000,47840573000,37028547000,17347847000,6775545000,-,4805.56,55.2
3948,2025/12,11555210000,9371591000,8659016000,7648877000,-,-,1741.56,81.1
3950,2025/12,104212000000,76997000000,74186000000,72954000000,-,334000000,1384.88,73.9
3951,2025/03,70462000000,35572000000,32278000000,29324000000,99000000,11773000000,1613.78,48.6
3952,2025/03,-,-,-,-,-,-,2673.63,-
3953,2025/03,6877228000,4880176000,4811272000,3691254000,-,-,1370.2,71
3954,2025/03,33384523000,24279208000,18801113000,17979321000,1179214000,31171000,5341.87,70.2
3955,2026/01,-,-,-,-,-,-,1785.39,-
3958,2025/06,14008998000,9148127000,7261221000,6954862000,350000000,-,1629.84,65.3
3961,2025/12,-,-,-,-,-,-,458.8,-
3962,2025/03,104861000000,49611000000,41191000000,24054000000,5838000000,26883000000,592,39.3
3963,2025/03,6130677000,5326112000,5324880000,3730220000,-,-,184.97,86.9
3964,2025/12,50781752000,26622589000,25861581000,24264293000,-,-,580.82,51.9
3965,2025/09,6630567000,3930158000,3356548000,1578511000,500000000,433463000,647.15,56.1
3967,2026/02,-,-,-,-,-,-,294.74,-
3968,2025/12,18647258000,4400561000,3718994000,3633061000,2267107000,925594000,129.55,22.1
3969,2025/03,6267586000,5137068000,5064370000,3820936000,-,-,676.4,80.8
3970,2025/03,8321724000,4067249000,3426723000,1107015000,2200000000,155267000,1278.66,40.7
3974,2025/10,3035878000,2038651000,2035583000,2321319000,-,55160000,650.74,67.2
3976,2025/12,1998382000,986294000,972674000,-840644000,-,34656000,165.94,49.2
3977,2026/02,-,-,-,-,-,-,249.48,-
3978,2024/06,89205000000,45799000000,40741000000,27993000000,698000000,29800000000,1077.68,45.7
3979,2025/03,6240779000,3028073000,3026830000,969602000,-,118325000,109.41,48.5
3981,2025/12,16556762000,8063722000,8050119000,5268416000,2000000000,765000000,1440.53,48.6
3983,2025/12,13747370000,10353405000,10357152000,9018728000,-,-,664.6,75.3
3984,2025/06,9971332000,8699226000,8699226000,6479202000,-,-,543.35,87.2
3985,2025/09,1766154000,767630000,741117000,555124000,200000000,384899000,69.27,42
3986,2025/06,2292277000,1714468000,1714468000,1219901000,-,-,375.56,74.8
3987,2025/08,2558989000,784207000,784061000,-380197000,550000000,322328000,151.77,30.6
3988,2025/07,7913008000,3752379000,3755433000,2982404000,300000000,1205674000,356.23,47.4
3989,2025/09,7437596000,5200328000,5156614000,3468681000,-,-,215.48,69.3
3990,2024/09,9832199000,3660933000,3602680000,2024308000,3500000000,-,180.62,36.6
3991,2025/08,7158262000,4910541000,4890201000,4288834000,-,-,515.17,68.4
3992,2025/09,6513361000,4773055000,4664185000,3758173000,-,23578000,125.76,73.1
3993,2025/09,54368529000,34699769000,34483425000,10209697000,7507492000,2100908000,1110.34,63.4
3994,2025/11,127567288000,55865356000,38674508000,-7690558000,5254000000,10994842000,738.62,32
3995,2024/01,-,-,-,-,-,-,134.25,-
3996,2026/02,-,-,-,-,-,-,146.91,-
3997,2025/12,4015525000,1873283000,1783622000,659226000,530000000,380028000,45.7,44.4
3998,2025/12,2481395000,2206206000,2190865000,1815458000,-,-,347.23,88.3
4004,2025/12,2106723000000,727613000000,698852000000,343574000000,169611000000,777010000000,3861.43,33.2
4005,2025/03,3439784000000,1074415000000,900790000000,640611000000,252892000000,1033236000000,550.37,26.2
4006,2025/03,252994000000,-118150000000,-146126000000,-154771000000,44009000000,219856000000,-827.6,-51.1
4008,2025/03,141532000000,94312000000,83800000000,69685000000,13328000000,5000000000,7195.7,66.6
4011,2025/12,3849872000,1353699000,1330835000,561288000,1900000000,-,345.93,34.5
4012,2025/12,5404122000,4076267000,4076459000,3836788000,-,-,951.5,75.4
4013,2025/12,13733419000,10249196000,10243189000,3141106000,-,1623606000,520.51,74.6
4014,2025/07,768597000,480455000,480413000,-110208000,-,100000000,71.85,62.5
4015,2025/08,9409689000,4530300000,4380838000,303153000,675000000,765878000,274.98,46.5
4016,2025/11,2106939000,723290000,714686000,406031000,-,142987000,362.34,34.3
4017,2026/02,-,-,-,-,-,-,167.91,-
4018,2025/06,772344000,601272000,600747000,137758000,-,-,378.78,77.8
4019,2025/12,2452277000,1536914000,1483353000,388511000,-,49996000,168.92,60.5
4020,2025/12,909100000,779671000,779044000,250629000,-,-,360.98,85.7
4021,2025/03,330763000000,236180000000,222893000000,192928000000,19987000000,977000000,1711.82,70.5
4022,2025/03,45838000000,27877000000,26088000000,17965000000,4342000000,3996000000,3570.59,60.8
4023,2025/03,345298000000,211139000000,209372000000,174432000000,17767000000,62764000000,4209.14,60.6
4025,2025/12,65653000000,43328000000,32849000000,31122000000,454000000,398000000,5143.05,65.3
4026,2025/04,30731000000,12964000000,12754000000,10546000000,5700000000,2104000000,1423.79,42
4027,2025/03,88345000000,59400000000,49902000000,36294000000,4553000000,7981000000,2578.35,66.6
4028,2025/03,225097000000,114448000000,107699000000,56226000000,15877000000,49013000000,2986.78,50.8
402A,2025/05,9523131000,3027944000,3025461000,-11265412000,166244000,4949695000,69.73,31.8
4031,2025/03,50094000000,23865000000,23022000000,10309000000,12310000000,2200000000,2658.23,47.5
4040,2025/03,22471000000,8503000000,8124000000,8600000000,850000000,2623000000,4173.41,37.4
4041,2025/03,288097000000,188102000000,175365000000,124566000000,26913000000,23325000000,3391.12,64.8
4042,2025/03,1327298000000,902418000000,772503000000,682577000000,133005000000,46099000000,2596.69,62.3
4043,2025/03,476207000000,273858000000,246302000000,213953000000,6446000000,59644000000,3635.61,54.9
4044,2025/03,204834000000,121063000000,103872000000,81411000000,7711000000,11610000000,4709.74,57
4045,2025/12,289105000000,215944000000,190491000000,156396000000,6865000000,3770000000,2002.19,74.3
4046,2025/03,153935000000,115596000000,102633000000,76151000000,7172000000,387000000,918.43,75.1
4047,2025/03,123617000000,67622000000,59210000000,54535000000,3151000000,24686000000,1147.94,53.4
4051,2025/09,13832483000,6494347000,6256119000,3418390000,-,2000000000,757.88,45.2
4052,2025/06,720034000,689803000,686482000,-64196000,-,-,117.96,95.8
4053,2025/12,16109000000,10662000000,9772000000,6944000000,-,1777000000,279.71,66.2
4054,2025/06,5720691000,3901757000,3901438000,2817058000,-,-,280.46,68.2
4055,2025/09,3662958000,2913059000,2875181000,2339965000,-,-,384.35,79.5
4056,2025/12,4196810000,1876739000,1855996000,-420334000,600000000,844388000,107.78,44.1
4057,2025/05,2113494000,1181660000,1173336000,465516000,370000000,-,292.9,55.9
4058,2025/12,6538000000,4061000000,4042000000,3330000000,-,-,369.08,61.8
4059,2025/09,997509000,845330000,845330000,-9350000,-,-,294.38,84.7
4060,2025/12,4170937000,1887017000,1843599000,1081719000,-,605089000,320.48,44.8
4061,2025/03,655524000000,308296000000,245698000000,167074000000,74679000000,80000000000,3436.94,45.2
4062,2025/03,1081684000000,497298000000,409027000000,283807000000,50000000000,120000000000,1756.65,45.4
4063,2025/03,5636601000000,4837585000000,3879362000000,3755274000000,9389000000,7452000000,2375.48,82.6
4064,2025/03,63360000000,37906000000,25388000000,14672000000,5714000000,3891000000,3835.14,56.4
4068,2025/06,3717500000,2046592000,2046592000,1450641000,300000000,198750000,1101.48,55.1
4069,2025/03,3899702000,2537609000,2522421000,899856000,22626000,42145000,744.49,64.6
4071,2025/09,18628924000,14809072000,14789999000,13675516000,-,-,349.06,79.4
4072,2025/12,-,-,-,-,-,-,2300.85,-
4073,2025/06,2004527000,270015000,270015000,-480783000,610000000,621810000,107.69,13.5
4074,2025/12,6097950000,3770975000,3678135000,2274566000,600000000,200000000,537.92,61.5
4075,2025/07,2057331000,1643356000,1643356000,527104000,-,-,282.09,79.9
4076,2025/05,5259857000,3959471000,3959471000,3046078000,-,-,1362.53,75.3
4078,2025/03,123319000000,79386000000,74679000000,37767000000,11512000000,7406000000,4825.29,63.5
407A,2025/06,12462946000,3768894000,3768894000,859240000,3747882000,456348000,380.89,30.2
4080,2025/03,33042000000,16841000000,16793000000,978000000,900000000,6300000000,517.65,51
4082,2025/03,64754000000,38483000000,34930000000,33062000000,300000000,15910000000,1565.57,58.6
4088,2025/03,1226240000000,492318000000,472917000000,320982000000,96957000000,326005000000,2063.74,38.6
4091,2025/03,2418197000000,1020930000000,980451000000,709068000000,92630000000,757936000000,2265.08,40.5
4092,2025/03,75105000000,46395000000,41267000000,33719000000,10575000000,4500000000,5310.97,61.8
4093,2025/03,33642006000,20392378000,18250769000,14928632000,3180000000,86008000,526.33,54.4
4094,2025/03,54303000000,46478870000,41875663000,40905658000,263800000,-,2388.36,85.6
4095,2025/03,267250000000,223298000000,165530000000,171426000000,200000000,250000000,1700.15,73
4097,2025/03,122994000000,79692000000,71704000000,66176000000,1471000000,10090000000,1429.53,64.1
4098,2025/03,13992000000,5652000000,4716000000,979000000,2800000000,2707000000,1722.17,36.5
4099,2025/12,144403000000,94599000000,78668000000,69085000000,3000000000,13832000000,2168.69,65
409A,2025/03,50875000000,18968000000,18962000000,15475000000,-,16361000000,347.52,37.3
4100,2025/03,50672000000,11777000000,6357000000,-3988000000,8428000000,14540000000,1904.77,21.7
4102,2025/03,16869000000,10208959000,7159350000,6084838000,-,1766359000,4495.32,57.8
4107,2025/12,51015000000,40070000000,39473000000,32096000000,500000000,-,786.32,78.5
4109,2025/03,60725000000,44992000000,42053000000,31734000000,2000000000,2424000000,3791.7,73.7
410A,2025/12,4038268000,2776065000,2776065000,569496000,-,-,502.07,68.7
4112,2025/03,79858000000,58530000000,40737000000,23167000000,5411000000,3089000000,3057.9,60.9
4113,2025/03,30407000000,18499000000,18215000000,15673000000,-,870000000,1291.11,60.8
4114,2025/03,543659000000,392533000000,383029000000,308770000000,23126000000,18265000000,2527.98,70.5
4116,2025/03,196784000000,130497000000,108673000000,90910000000,10521000000,7526000000,7459.1,65
4118,2025/03,920143000000,492419000000,401118000000,349925000000,132511000000,57972000000,7488.49,51.2
4119,2025/03,44406347000,21581061000,17615410000,15119419000,3563518000,3073030000,12599.18,44.5
4120,2025/03,11477025000,7452576000,6905959000,2485191000,700000000,705000000,5704.71,64.9
4124,2025/09,1855922000,1647266000,1647266000,1031060000,-,-,1578.39,88.8
4125,2025/03,20636579000,12513209000,12039803000,8908959000,-,3737359000,2854.65,59.7
414A,2025/08,18575000000,8128000000,8128000000,3124000000,486000000,5931000000,406.4,43.8
4151,2025/12,1107860000000,893332000000,893332000000,406321000000,-,-,1706.5,80.6
415A,2025/12,5725000000,3999000000,3941000000,2050000000,-,90000000,2533.03,69.9
4165,2025/09,9648973000,4812355000,4727369000,-4004801000,-,1212268000,116.07,49.3
4166,2025/12,1002350000,702519000,702426000,-137687000,-,77814000,257.08,70.1
4167,2025/03,2431259000,1905372000,1862464000,420328000,-,124059000,245.66,76.6
4168,2025/12,4736613000,2961362000,2819327000,1593645000,-,930587000,220.68,59.5
4169,2025/03,7411744000,4551681000,4360235000,-8697142000,200000000,466362000,106.5,61.2
4170,2025/12,4269618000,2983182000,2634329000,-2674938000,-,514047000,175.35,69.9
4171,2025/12,3168993000,2520552000,2520330000,2189625000,-,-,849.08,79.5
4172,2025/09,4721932000,4196081000,4203322000,3563080000,-,-,1883.48,88.9
4173,2025/02,2218005000,1315807000,1304661000,653557000,-,353528000,182.62,58.8
4174,2026/01,-,-,-,-,-,-,440.32,-
4175,2026/01,-,-,-,-,-,-,986.12,-
4176,2025/08,6325234000,2417262000,2011693000,255323000,-,934201000,89.1,31.8
4177,2025/03,3823660000,1395882000,1395882000,173648000,-,129203000,352.34,36.5
4178,2025/12,2330159000,1609716000,1610497000,841890000,-,202478000,429.65,69
4179,2025/03,529333000,168714000,147828000,-1449765000,-,103032000,27.25,27.9
4180,2025/12,60497000000,37149000000,37149000000,-2986000000,3787000000,5754000000,364.44,61.4
4182,2025/03,1119688000000,697375000000,600792000000,554224000000,75617000000,79441000000,3431.89,59.7
4183,2025/03,2153953000000,970604000000,848284000000,618307000000,282488000000,455489000000,2264.01,39.4
4185,2024/03,771355000000,402444000000,375794000000,276992000000,97605000000,81465000000,1809.87,48.7
4186,2025/12,335292000000,242299000000,198337000000,184384000000,383000000,16100000000,1898.9,67.9
4187,2025/11,63713725000,50536502000,45965038000,44177940000,-,803841000,2443.82,78
4188,2025/03,5894619000000,2284569000000,1740570000000,1363689000000,428067000000,1612920000000,1223.01,29.5
4189,2025/12,130101000000,72629000000,66208000000,56514000000,9950000000,-,1990.22,53.6
418A,2025/11,695191000,407815000,407787000,247467000,-,20324000,95.24,58.7
4192,2025/12,4162353000,2662211000,2670039000,-2635030000,500000000,183257000,74.97,64
4193,2025/03,5379071000,3663524000,3633284000,2562150000,-,85568000,676.93,67.6
4194,2025/07,95405000000,67759000000,67261000000,51164000000,-,80000000,1676.28,70.5
4196,2025/09,1798826000,790514000,790514000,526974000,-,445289000,323.29,44
4197,2025/11,2526717000,1592244000,1578235000,1294226000,-,-,1366.86,62.6
4198,2025/05,3876643000,2794013000,2714438000,1596036000,-,95232000,411.77,70.5
4199,2025/08,1984664000,595367000,595367000,-1066344000,-,398878000,233.52,30
4202,2025/03,813831000000,375037000000,273826000000,253721000000,35899000000,138021000000,1357.77,44.2
4203,2025/03,417778000000,293568000000,290672000000,179404000000,17407000000,13273000000,3316.83,69.6
4204,2025/03,1330786000000,835366000000,699787000000,544799000000,2340000000,46042000000,1933.56,60.7
4205,2025/03,533786000000,357992000000,309398000000,287773000000,8960000000,-,1810.79,66.9
4206,2025/03,288058000000,189723000000,144149000000,137195000000,6252000000,3919000000,2762.12,60.2
4208,2025/03,865669000000,412013000000,338226000000,260914000000,70838000000,155646000000,4067.9,45.6
4212,2025/03,139345000000,97441000000,88057000000,64366000000,12284000000,1734000000,3090.51,68.7
4215,2024/03,156194000000,97046000000,92785000000,46642000000,6978000000,-,993.31,61.9
4216,2025/03,105772000000,78262000000,71052000000,60282000000,3700000000,2200000000,4133.24,73.4
4218,2025/03,67603000000,43187000000,41477000000,32480000000,-,2000000000,2121.38,63.9
4219,2025/03,6844239000,1542071000,1542071000,463773000,2810400000,88300000,70.09,22.5
421A,2025/12,-,-,-,-,-,-,441.68,-
4220,2025/03,116469358000,75780109000,55807605000,42595295000,9102182000,2198657000,1267.5,55.7
4221,2025/12,-,-,-,-,-,-,5585.79,-
4222,2025/03,14094792000,5470477000,3226140000,920970000,1478400000,-,260,28.8
4224,2025/03,25903000000,19015000000,17976000000,8875000000,170000000,-,4126,73.4
4228,2025/03,136238000000,49670000000,41950000000,10270000000,22429000000,9649000000,1075.84,35.9
4229,2025/03,63018000000,51731000000,45072000000,20637000000,-,-,7499.44,78.9
4231,2025/03,61128635000,46966013000,35879429000,28058815000,1650000000,150000000,2237.67,72.3
4234,2025/03,37810318000,21018312000,17392546000,13761605000,4370000000,847500000,2084.85,53.2
4235,2025/12,38468000000,17606000000,17606000000,12144000000,-,-,1106.56,45.8
4237,2025/03,15963770000,10016928000,9964108000,6308952000,2650000000,1095067000,350.55,62.7
4238,2026/01,-,-,-,-,-,-,2543.58,-
423A,2025/09,25056000000,12226000000,10738000000,5926000000,720000000,351000000,409.33,48.8
4240,2025/03,1836097000,1651709000,1651709000,405187000,-,-,290.15,90
4241,2025/03,4686067000,1714460000,1745130000,188602000,350000000,1291503000,387.81,36.6
4242,2025/03,36674000000,15638000000,8762000000,4756000000,3953000000,2278000000,4094.8,31.1
4243,2025/09,5986756000,4470001000,4224689000,3368613000,-,75032000,1924.44,74.7
4245,2025/12,38046000000,9638000000,9094000000,4562000000,10918000000,3870000000,726.29,25.3
4246,2025/03,154554000000,89949000000,77306000000,65302000000,1550000000,18106000000,1227.65,56.5
4247,2025/03,7152609000,5717895000,5334234000,4879482000,220000000,-,2165.93,79.8
4248,2025/12,16827026000,12067270000,10285587000,8795598000,-,1258992000,996.01,71.4
4249,2025/03,124634000000,64911000000,51067000000,48546000000,15675000000,2314000000,4342.51,51.1
4250,2025/11,954083000,538331000,475504000,380591000,100000000,128335000,387.51,56.4
4251,2025/12,30946434000,23864387000,22711148000,16107447000,-,1290772000,1290.28,77.1
4255,2025/12,3349662000,540857000,540857000,174505000,-,-,257.62,16.1
4256,2025/03,4863708000,3315228000,3315228000,915240000,-,771455000,548.7,68.2
4258,2025/12,6940634000,2833597000,2787731000,2316420000,700000000,92063000,332.3,40.8
4259,2025/03,7024000000,2539000000,2409000000,-3437000000,-,1950000000,29.12,34.3
4260,2025/09,3891579000,2171917000,2132589000,408776000,130333000,418342000,186.16,54.8
4261,2025/12,2927490000,1967912000,1985049000,1204699000,-,103162000,1331.58,67.2
4262,2025/03,7016987000,5803344000,5775167000,3333381000,-,-,906.74,82.3
4263,2025/06,4502972000,4370641000,4322161000,-1218427000,-,-,257.02,96
4264,2025/12,5257475000,2926474000,2932382000,486628000,200000000,574348000,518.91,55.7
4265,2025/03,768846000,704817000,678066000,-354475000,-,-,150.37,88.2
4267,2025/01,2101758000,945557000,924107000,387631000,100000000,-,189.37,44.5
4268,2024/04,981411000,675672000,675669000,487550000,-,10664000,62.88,68.8
4270,2026/02,-,-,-,-,-,-,1359.96,-
4272,2025/03,373708000000,268520000000,226981000000,202714000000,7212000000,20884000000,1673.23,71.6
4274,2025/03,4482603000,3197000000,2938710000,2733789000,511004000,114545000,798.76,71.3
4275,2025/03,53012000000,37479000000,32228000000,29271000000,-,235000000,1590.17,70.7
