CF

コード,年度,営業CF,投資CF,財務CF,設備投資,現金同等物,営業CFマージン
2436,2025/12,855404000,-108561000,-427975000,-59540000,3543523000,10
2437,2025/05,-210878000,22888000,67740000,-16692000,1221441000,-10.2
2438,2025/04,863027000,-324626000,-516542000,-378854000,1681873000,11.88
2440,2025/03,921121000,-1049575000,-209756000,-1174000000,5042128000,6.84
2445,2025/03,-585000000,-4542000000,6147000000,-6879000000,8524000000,-1.33
2449,2025/08,597000000,-315000000,-368000000,-104443000,4304300000,8.08
244A,2025/08,563627000,1080000,374473000,-41457000,2052661000,11.08
2454,2025/03,249036000,-448820000,-42166000,-273000000,1632761000,1.56
2459,2025/05,-47444000,1849000,-16979000,0,442955000,-17.52
245A,2025/08,597724000,-738138000,714237000,-698551000,1579575000,7.73
2461,2025/12,2070065000,-2628856000,-1758695000,-161799000,14698412000,29.17
2462,2025/05,3786462000,-2158203000,-2290797000,-1923434000,8777056000,6.07
2464,2025/03,1097434000,-174245000,-449186000,-108000000,2765020000,14.25
2467,2025/03,-86593000,232153000,-94654000,-19543000,265967000,-5.39
2468,2024/03,-188053000,-22598000,-600213000,-10580000,1886451000,-14.21
2469,2025/03,3588000000,-4842000000,718000000,-3181000000,3773000000,6.03
246A,2025/06,96460000,-52455000,212328000,-49569000,812542000,6.93
2471,2025/11,5620000000,-2096000000,-3755000000,-2364000000,3583000000,21.59
2475,2025/03,4367392000,-3334491000,-1419656000,-3553000000,20574579000,8.54
2477,2025/06,1056468000,-,-1033708000,-,6588033000,48.34
2479,2025/03,250692000,2700000,-112780000,-173000,1500073000,7.39
247A,2025/03,1314356000,-156696000,-143016000,-254082000,3932150000,9.25
2480,2025/03,495632000,-135168000,-133999000,-55995000,2203698000,29.73
2481,2025/06,400175000,235986000,-104891000,-52600000,1222521000,10.88
2483,2025/03,503148000,-195693000,-217326000,-203781000,4580793000,4.49
2484,2025/08,-4970000000,-2000000,-1002000000,-,28536000000,-12.51
2485,2025/09,2377000000,-1781000000,-383000000,-1348000000,4502000000,11.02
2488,2025/03,776378000,-70893000,-242280000,-83766000,3292861000,8.43
2489,2025/12,-79777000,163180000,-134793000,-500643000,9924286000,-0.65
248A,2025/12,-,-,-,-,-,33.62
2491,2025/12,1923000000,-1443000000,-1229000000,-371000000,11026000000,7.96
2492,2025/12,4665740000,-3097939000,276129000,-2128091000,6155368000,24.8
2493,2025/11,-225882000,-454265000,120331000,-152000000,1406387000,-3.49
2497,2025/03,1380808000,-237816000,-1516724000,-207990000,12611361000,11.47
2498,2025/09,-1713822000,-1806855000,3293701000,-1303000000,9534390000,-1.8
2499,2025/12,-,-,-,-,-,8.58
2501,2025/12,44592000000,-2972000000,-42274000000,-22500000000,22360000000,8.8
2502,2024/12,403723000000,-118665000000,-272784000000,-161687000000,83961000000,13.73
2503,2025/12,295428000000,-185019000000,-110524000000,-135922000000,125292000000,12.14
250A,2025/03,3146863000,-1247822000,-316701000,-1799000000,5579695000,7.94
2531,2025/03,16155000000,-41562000000,6548000000,-20783000000,75280000000,4.45
2533,2025/12,3568000000,-1927000000,-1644000000,-1620000000,879000000,4.07
253A,2025/09,-1061378000,235042000,790978000,-140510000,1610640000,-9.43
2540,2025/03,473118000,-1194033000,-623028000,-3158000000,3050818000,4.72
254A,2025/03,-183000000,939000000,-1181000000,-,3328000000,-5.93
2551,2025/09,788322000,-2215275000,-109799000,-2306000000,2335328000,2.4
255A,2025/03,6438372000,-3312230000,-2548417000,-3055000000,7391363000,14.88
256A,2025/03,2806000000,-1294000000,307000000,-812000000,25492000000,2.03
2573,2025/12,3228000000,-3206000000,-698000000,-3768000000,9566000000,5.46
2579,2025/12,61123000000,-25744000000,-47507000000,-40030000000,76330000000,6.84
2585,2025/03,5204000000,-4099000000,-1826000000,-3471000000,3014000000,11.68
2586,2025/03,-436553000,584912000,1358842000,-3000000,1886776000,-17.12
2587,2025/12,159307000000,-88799000000,-84024000000,-112300000000,148663000000,9.29
2588,2025/03,20659000000,-12774000000,-6541000000,-17305000000,31900000000,26.87
2590,2026/01,-,-,-,-,-,4.73
2593,2025/04,18038000000,-13333000000,-23236000000,-12494000000,85565000000,3.82
2594,2025/03,-1353000000,-1070000000,2827000000,-1241000000,5080000000,-1.74
2597,2025/12,1432588000,-322370000,-800999000,-366000000,3871500000,8.92
2599,2024/03,3061818000,-307382000,-2080722000,-310790000,1647039000,25.39
259A,2025/09,-44055000,-139924000,191983000,-93348000,1021288000,-0.63
2602,2025/03,21166000000,-9590000000,-13885000000,-14934000000,14420000000,3.99
2607,2025/03,-48828000000,-21753000000,113188000000,-25743000000,70840000000,-7.27
260A,2024/12,-2419421000,-625929000,5445659000,-,4617501000,-276.22
2612,2025/03,384000000,-258000000,-925000000,-304000000,7881000000,0.97
2613,2025/03,18294000000,-3776000000,-6855000000,-4668000000,11950000000,7.93
261A,2025/12,-,-,-,-,-,10.72
262A,2025/12,5220000000,-28933000000,13716000000,-3350000000,10060000000,10.41
263A,2025/03,-93968000,-15615000,141295000,-,148921000,-17.29
264A,2025/09,249386000,-135054000,786931000,-132379000,2946270000,7.42
2651,2024/02,383390000000,-67110000000,-284551000000,-122912000000,432464000000,35.24
2652,2025/09,215216000,-389387000,-311620000,-342076000,766155000,1.42
2653,2026/02,-,-,-,-,-,4.33
2654,2025/03,-17385000,-49106000,-185709000,-99000000,5315621000,-0.08
2656,2025/03,-187580000,157060000,91243000,-31340000,80387000,-115.72
2659,2026/02,-,-,-,-,-,12.88
265A,2025/12,277822000,-271935000,-63500000,-9968000,1317463000,24.98
2664,2025/03,7481000000,-4515000000,-1915000000,-4491000000,36674000000,2.6
2666,2025/03,325095000,-203261000,-242839000,-202000000,529690000,3.66
2667,2025/09,-447479000,-61028000,517374000,-11951000,562690000,-51.64
2668,2026/02,-,-,-,-,-,5.45
2669,2026/02,-,-,-,-,-,1.9
2670,2026/02,-,-,-,-,-,11.04
2673,2025/03,-59289000,-,57435000,0,33207000,-23.6
2674,2025/03,2142409000,-1836583000,-334406000,-1711107000,3009386000,6.39
2676,2025/03,2991934000,-473059000,-1505458000,-94429000,6026756000,10.65
2678,2025/05,12908000000,-16579000000,-9649000000,-12767000000,48423000000,2.68
2681,2025/03,8012000000,-12494000000,10778000000,-13493000000,64760000000,1.87
2683,2026/02,-,-,-,-,-,4.44
2685,2026/02,-,-,-,-,-,6.76
2686,2026/02,-,-,-,-,-,-11.81
2687,2026/02,-,-,-,-,-,3.99
2689,2025/06,1626920000,-1635697000,686949000,-,3420020000,1.33
268A,2025/12,9387000000,-6628000000,-6595000000,-6653000000,24275000000,9.97
2692,2025/03,-3730000000,503000000,-2041000000,-600000000,12646000000,-0.53
2693,2025/12,794211000,138633000,1581636000,-5154000,6559688000,5.93
2694,2025/03,825117000,-556133000,1030808000,-593000000,4694727000,3.51
2695,2025/10,14869000000,-18550000000,4946000000,-12220000000,24172000000,6.07
2698,2026/02,-,-,-,-,-,5.04
269A,2025/09,45896000,-102536000,49739000,-8725000,213327000,4.61
2700,2025/12,-1166042000,-728920000,3381761000,-629000000,5117494000,-0.66
2702,2025/12,53240000000,-42474000000,-6672000000,-43780000000,71422000000,12.78
2705,2025/03,2125000000,-1492000000,-1054000000,-1655000000,4233000000,6.77
2708,2025/03,664000000,-211000000,-3011000000,-363000000,4008000000,0.97
2715,2024/03,14911000000,-1160000000,-5657000000,-929000000,42139000000,7.67
2721,2025/12,-357797000,-171581000,568695000,-175216000,93207000,-188.7
2722,2025/05,105308000,-28628000,-185363000,-66078000,474101000,0.69
2726,2026/02,-,-,-,-,-,9.09
272A,2025/04,3256489000,-1780844000,-1331519000,-2075000000,4733752000,11.68
2730,2025/03,30711000000,-15430000000,-18457000000,-12819000000,8834000000,4
2733,2025/03,9775000000,-6363000000,-7977000000,-7466000000,22497000000,0.99
2734,2025/11,16160000000,-12426000000,1752000000,-12196000000,31511000000,6.42
2735,2025/08,-1768241000,-1079079000,-351248000,-1147186000,6187421000,-2.87
2736,2025/08,399989000,-291495000,-137500000,-280652000,1143341000,4.25
2737,2025/03,9210000000,-21000000,-16853000000,-29000000,13172000000,2.18
2742,2026/02,-,-,-,-,-,11.61
2743,2025/12,-921883000,-1691483000,2538309000,-1755316000,93794000,-103.96
2747,2026/02,-,-,-,-,-,3.87
2749,2025/03,4205859000,-162958000,-4243911000,-249000000,20743470000,10.22
274A,2026/02,-,-,-,-,-,5.99
2750,2025/03,-1029219000,-1122078000,1001051000,-1146196000,4059981000,-1.58
2751,2025/04,1223000000,-1432000000,-589000000,-597000000,9628000000,2.6
2752,2025/12,980000000,-3774000000,-2007000000,-1053000000,7616000000,3.07
2753,2026/03,-,-,-,-,-,10.03
2754,2024/03,543183000,-13734000,-29872000,-20000000,2846275000,6.36
275A,2026/02,-,-,-,-,-,-12.51
2760,2025/03,18915000000,-2068000000,-15251000000,-1731000000,8384000000,8.74
2762,2025/06,-585000000,-52000000,822000000,-63000000,628000000,-6.04
2763,2025/03,6723000000,-4627000000,-2205000000,-,19817000000,19.42
2764,2025/03,-346781000,12144473000,-10785426000,-162000000,6645161000,-3.25
2767,2025/03,7779000000,1100000000,-13520000000,-1411000000,30854000000,5.53
2768,2025/03,-16688000000,-94106000000,106388000000,-43364000000,192299000000,-0.66
2769,2025/05,494000000,-272000000,-446000000,-163000000,2086000000,1.98
276A,2025/08,-382181000,-130756000,1889707000,-119620000,1639195000,-14.96
2776,2026/01,-,-,-,-,-,-1.26
2778,2026/02,-,-,-,-,-,-0.88
277A,2025/05,3097971000,-448153000,2574100000,-442330000,6612190000,37.52
2780,2025/03,-5180323000,-6712863000,11907001000,-5008000000,18205688000,-3.26
2782,2025/03,16004000000,-12280000000,-5921000000,-7222000000,54028000000,6.77
2784,2025/03,5639000000,-24917000000,-23534000000,-16466000000,174813000000,0.19
2788,2025/12,-70731000,387054000,35940000,-39772000,4587827000,-0.17
2789,2026/02,-,-,-,-,-,5.83
278A,2026/01,-,-,-,-,-,-15.62
2790,2025/03,-709000000,-5945000000,-7840000000,-8202000000,15607000000,-0.39
2791,2025/05,11438000000,-16766000000,1793000000,-20406000000,8488000000,3.9
2792,2025/05,4918898000,-2264395000,-1532982000,-3937000000,13355934000,8.52
2795,2025/03,402685000,-225276000,-164037000,-147237000,1559365000,5.68
2796,2025/05,1311000000,-4462000000,939000000,-771000000,4891000000,2.06
2798,2026/02,-,-,-,-,-,3.87
2801,2025/03,73978000000,-38456000000,-46086000000,-46835000000,106184000000,10.43
2802,2025/03,209898000000,-77382000000,-137684000000,-96439000000,164776000000,13.71
2804,2025/03,2330506000,635723000,-2491348000,-175000000,2456665000,15.94
2805,2025/03,8499000000,-2300000000,-8764000000,-3305000000,19440000000,6.88
2806,2025/03,1408000000,-4124000000,-278000000,-5429000000,2529000000,9.74
2809,2025/11,-,-,-,-,-,6.19
280A,2025/11,-2369693000,286000,472604000,-22884000,633871000,-27.46
2810,2025/03,26568000000,-12281000000,-9060000000,-15030000000,88357000000,8.42
2811,2025/12,26930000000,-11485000000,-10394000000,-13098000000,26844000000,9.15
2812,2024/03,-,-,-,-,-,-1.8
2813,2025/03,1513328000,-829314000,-80119000,-613244000,3499210000,9.31
2814,2025/03,921972000,-464857000,-597099000,-302000000,9722532000,14.49
2815,2025/03,12170116000,675469000,-3537021000,-947000000,58958861000,18.61
2816,2025/03,988000000,-3268000000,2343000000,-3534000000,2588000000,3.77
2818,2025/03,458478000,-1497440000,-350772000,-1641000000,1177010000,4.12
2819,2025/03,4533000000,-3343000000,-645000000,-3075000000,14992000000,9.45
281A,2025/12,-,-,-,-,-,-83.02
2820,2025/06,2787919000,-2223441000,-548936000,-2924000000,856524000,13.24
2830,2024/11,1748212000,-35436000,-451291000,-220000000,2561937000,8.52
2831,2025/03,2469618000,-680318000,-1100975000,-974513000,1484961000,3.31
285A,2025/03,476416000000,-173011000000,-322679000000,-225600000000,167932000000,27.92
286A,2025/12,-1878129000,-2275422000,1829934000,-975910000,9052916000,-7.59
2871,2025/03,53194000000,-32403000000,-16804000000,-34504000000,35935000000,7.58
2872,2026/02,-,-,-,-,-,0.94
2874,2025/09,11087000000,-16734000000,5633000000,-16900000000,3268000000,8.83
2875,2025/03,79866000000,-40364000000,-43536000000,-34588000000,39381000000,15.59
2876,2025/03,903435000,-254719000,-168457000,-467000000,2737373000,5.87
2877,2025/03,48417000,-1554995000,-692735000,-1260000000,3500280000,0.09
287A,2025/03,6988000000,-3480000000,-3022000000,-4171000000,15476000000,5.76
2882,2026/02,-,-,-,-,-,11.69
2883,2025/03,710912000,-153965000,-665504000,-155217000,3751887000,2.76
2884,2026/02,-,-,-,-,-,-4.35
288A,2025/03,557624000,16297000,507846000,-699006000,1522066000,21.74
2892,2025/03,3685000000,-5759000000,2101000000,-5014000000,241000000,5.88
2894,2025/03,117567000,-665839000,-97651000,-665000000,1812391000,1.08
2897,2025/03,57058000000,-76708000000,-591000000,-78093000000,73036000000,7.35
2899,2024/03,10016000000,-2276000000,-7702000000,-4781000000,8990000000,8.8
289A,2024/12,14629000000,-2839000000,-42985000000,-1409000000,12308000000,13.62
2901,2025/08,-201512000,-333000000,-174629000,-11204000,365513000,-15.44
2902,2025/03,7604000000,-4285000000,-1191000000,-1325000000,7348393000,15.19
2903,2025/03,3210000000,-1665000000,-2246000000,-1839000000,6279000000,5.57
2904,2025/06,1615718000,-2591690000,-1137702000,-2495642000,1061820000,4.67
2907,2025/03,3455000000,-763000000,-2578000000,-1530000000,2255000000,6.77
2908,2025/03,4485000000,-2819000000,-1313000000,-2849000000,11692000000,7.86
290A,2025/12,-,-,-,-,-,69.72
2910,2025/04,2027000000,-1403000000,-1192000000,-1635000000,13195000000,3.96
2911,2025/03,478749000,-496042000,-33784000,-454000000,962624000,5.97
2914,2025/12,514056000000,-264986000000,-475471000000,-155100000000,831135000000,14.82
2915,2025/03,4594000000,-1062000000,-3531000000,-945000000,15729000000,5.01
2916,2025/03,1010998000,-1411606000,-63516000,-741000000,3016470000,5.41
2917,2025/09,-5011067000,-1867532000,7166058000,-2804000000,1380097000,-30.35
2918,2026/02,-,-,-,-,-,7.25
2919,2025/03,1285207000,374687000,-386065000,-127465000,2898082000,13.38
291A,2025/03,552081000,-106138000,277616000,-2400000,1461863000,28.19
2922,2025/03,342094000,20856000,-1933256000,-1996000000,4218966000,0.7
2923,2025/04,4916221000,-5119664000,2406052000,-4606000000,4867882000,10.58
2924,2025/03,4031000000,-1869000000,-1281000000,-1730000000,4014000000,15.77
2926,2025/09,75640000,15493000,-1000,-22534000,609657000,2.57
2927,2025/08,1786827000,-3326986000,666749000,-3600195000,11199882000,5.47
2928,2025/03,18518000000,-11621000000,549000000,-14145000000,20058000000,10.82
2929,2025/07,-1092000000,-950000000,-4467000000,-816000000,9057000000,-1.67
2930,2026/02,-,-,-,-,-,7.55
2931,2025/12,5188000000,-585000000,-2428000000,-697000000,15903000000,10.3
2932,2025/12,2019000000,-1592000000,-1138000000,-1033000000,3457000000,5.23
2933,2025/03,3862928000,-1967388000,-1961902000,-2681644000,8707529000,3.55
2934,2025/05,509015000,470793000,-623129000,-61828000,2109645000,2.37
2935,2026/02,-,-,-,-,-,10.25
2936,2026/02,-,-,-,-,-,1.68
2937,2025/03,247438000,-756022000,-244162000,-232298000,1936046000,1.27
2938,2025/06,3536000000,-1985000000,-1931000000,-1970000000,4415000000,10
2961,2025/09,-859173000,-10283000,-222901000,-28288000,3485574000,-4.74
2962,2025/06,-256771000,-184577000,226269000,-289813000,1812905000,-7.64
296A,2025/03,1026379000,-24086000,-273277000,-38216000,2405535000,20.61
2970,2025/12,1739000000,-401000000,-684000000,-574000000,5914000000,7.1
2974,2025/09,-4649441000,-2138565000,5262327000,-2241000000,9333197000,-11.89
2975,2025/11,-5121785000,-378410000,6996237000,-142237000,3400884000,-7.41
2976,2025/03,-312268000,90782000,-658780000,-127000,604303000,-11.61
2978,2025/07,-1477686000,-76238000,1503564000,-28104000,1821511000,-18.25
297A,2025/03,2503694000,-1955649000,181535000,-4171011000,6151793000,2.41
2980,2025/03,435297000,-1366219000,1935934000,-318506000,4334560000,1.63
2981,2025/03,-3408382000,-529905000,4522522000,-149855000,4959807000,-16.82
2982,2025/12,-5954194000,-1335088000,8900983000,-1327562000,11634326000,-8.82
2983,2026/01,-,-,-,-,-,-2.7
2984,2025/03,-2367633000,-1009627000,1826760000,-916334000,4178968000,-11.32
2986,2025/12,-11392894000,-2263046000,23168994000,-2862379000,22939544000,-24.48
298A,2025/12,-,-,-,-,-,-1.08
2991,2025/07,-2601000000,-1744000000,4841000000,-2468000000,3921000000,-2.71
2993,2025/03,1883978000,-4240188000,4105655000,-7127643000,11552099000,18.81
2997,2026/01,-,-,-,-,-,-9.68
2998,2025/03,10020598000,-1170208000,-1114305000,-18268000,15499520000,23.96
2999,2025/08,-1914686000,-666123000,2263851000,-159560000,2345979000,-11.03
299A,2025/03,2114390000,-314249000,899000,-93724000,8888392000,16.14
3001,2025/12,8244000000,609000000,-5681000000,-2994000000,12387000000,20.28
3002,2025/03,11572000000,-7485000000,-5184000000,-7538000000,10541000000,8.44
3003,2025/12,269239000000,-544500000000,272264000000,-451933000000,130655000000,37.01
3004,2025/03,662000000,-5000000,-1011000000,-161000000,1146000000,1.65
300A,2025/03,771843000,-91367000,820326000,-162944000,3661159000,6.29
3010,2025/03,4285318000,-3876064000,4043345000,-496000000,7195869000,15.37
3011,2025/03,513972000,-35213000,-239742000,-17688000,989906000,9.18
3020,2025/03,2945000000,-604000000,-498000000,-230000000,3741000000,6.23
3021,2025/05,3569788000,-4728350000,991494000,-4828684000,1215270000,44.07
3023,2025/03,2844000000,140000000,-1899000000,-121000000,5732000000,10.7
3024,2025/03,902063000,-65272000,-793203000,-264685000,1416922000,2.47
3028,2025/06,9080000000,-8574000000,-3443000000,-9628000000,15974000000,3.38
302A,2025/03,289762000,-49879000,242640000,-46173000,2245797000,2.58
3030,2026/02,-,-,-,-,-,8.05
3031,2025/04,1049771000,-344536000,-988073000,-202010000,4330540000,17.21
3032,2025/03,55941000,-209442000,374916000,-242000000,891717000,0.95
3034,2025/03,12593000000,-20360000000,7201000000,-4177000000,26378000000,4.77
3035,2025/08,264573000,37946000,6315000,-82064000,2197752000,1.4
3036,2025/03,7003000000,-4705000000,-4799000000,-7891000000,17781000000,3.55
3038,2025/10,42113000000,-8918000000,-11100000000,-9252000000,130498000000,7.63
303A,2025/03,125765000,-107259000,97050000,-107712000,347308000,15.17
3040,2025/12,3603000000,-10171000000,-1268000000,-221000000,6858000000,18.23
3041,2025/06,-32589000,69790000,111293000,-97552000,1158354000,-0.43
3042,2025/03,-20058000,-66371000,-2048000,-5771000,1112261000,-1.75
3043,2025/05,31200000,-18969000,4473000,-3017000,382781000,2.8
